Entry_type,Case_identifier,Activity,Timestamp,Resource,Start_time,Duration,Result,Quality
MANAGEMENT,task_0001,"Adding to blackboard: task_in_focus with details [csa,""task_0001""]",2023-01-03T08:00:02,csa,,,,
ENVIRONMENT,task_0006,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:02,task.TaskArtifact,,,,
ENVIRONMENT,task_0007,New task: Correct exam paper,2023-01-03T08:00:02,task.TaskArtifact,,,,
ENVIRONMENT,task_0007,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:02,task.TaskArtifact,,,,
ENVIRONMENT,task_0007,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:02,task.TaskArtifact,,,,
ENVIRONMENT,task_0008,New task: Correct exam paper,2023-01-03T08:00:02,task.TaskArtifact,,,,
ENVIRONMENT,task_0008,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:02,task.TaskArtifact,,,,
ENVIRONMENT,task_0008,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:02,task.TaskArtifact,,,,
ENVIRONMENT,task_0009,New task: Correct exam paper,2023-01-03T08:00:02,task.TaskArtifact,,,,
DOMAIN,task_0001,Initiating task evaluation,2023-01-03T08:00:02,csa,,,,
ENVIRONMENT,task_0009,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:02,task.TaskArtifact,,,,
ENVIRONMENT,task_0009,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:02,task.TaskArtifact,,,,
ENVIRONMENT,task_0010,New task: Correct exam paper,2023-01-03T08:00:02,task.TaskArtifact,,,,
ENVIRONMENT,task_0010,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0010,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0011,New task: Correct exam paper,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0011,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0011,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0012,New task: Correct exam paper,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0012,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0012,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0013,New task: Correct exam paper,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0013,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0013,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0014,New task: Correct exam paper,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0014,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0014,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0015,New task: Correct exam paper,2023-01-03T08:00:03,task.TaskArtifact,,,,
ENVIRONMENT,task_0015,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0015,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0016,New task: Correct exam paper,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0016,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0017,New task: Correct exam paper,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0016,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0017,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0017,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0018,New task: Correct exam paper,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0018,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0018,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0019,New task: Correct exam paper,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0019,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:04,task.TaskArtifact,,,,
ENVIRONMENT,task_0019,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:05,task.TaskArtifact,,,,
ENVIRONMENT,task_0020,New task: Correct exam paper,2023-01-03T08:00:05,task.TaskArtifact,,,,
ENVIRONMENT,task_0020,New situation: Closed-ended questions not yet corrected,2023-01-03T08:00:05,task.TaskArtifact,,,,
ENVIRONMENT,task_0020,New situation: Answer groups for open-ended questions not determined,2023-01-03T08:00:05,task.TaskArtifact,,,,
DOMAIN,task_0001,Evaluated situations,2023-01-03T08:00:06,csa,2023-01-03T08:00:02,4.680,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0001,"Removing from blackboard: task_in_focus with details [csa,""task_0001""]",2023-01-03T08:00:07,csa,,,,
MANAGEMENT,task_0002,"Adding to blackboard: task_in_focus with details [csa,""task_0002""]",2023-01-03T08:00:08,csa,,,,
DOMAIN,task_0002,Initiating task evaluation,2023-01-03T08:00:08,csa,,,,
DOMAIN,task_0002,Evaluated situations,2023-01-03T08:00:10,csa,2023-01-03T08:00:07,2.080,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0002,"Removing from blackboard: task_in_focus with details [csa,""task_0002""]",2023-01-03T08:00:10,csa,,,,
MANAGEMENT,task_0003,"Adding to blackboard: task_in_focus with details [csa,""task_0003""]",2023-01-03T08:00:11,csa,,,,
DOMAIN,task_0003,Initiating task evaluation,2023-01-03T08:00:11,csa,,,,
DOMAIN,task_0003,Evaluated situations,2023-01-03T08:00:13,csa,2023-01-03T08:00:10,2.210,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0003,"Removing from blackboard: task_in_focus with details [csa,""task_0003""]",2023-01-03T08:00:13,csa,,,,
MANAGEMENT,task_0004,"Adding to blackboard: task_in_focus with details [csa,""task_0004""]",2023-01-03T08:00:14,csa,,,,
DOMAIN,task_0004,Initiating task evaluation,2023-01-03T08:00:14,csa,,,,
DOMAIN,task_0004,Evaluated situations,2023-01-03T08:00:16,csa,2023-01-03T08:00:13,2.600,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0004,"Removing from blackboard: task_in_focus with details [csa,""task_0004""]",2023-01-03T08:00:16,csa,,,,
MANAGEMENT,task_0005,"Adding to blackboard: task_in_focus with details [csa,""task_0005""]",2023-01-03T08:00:17,csa,,,,
DOMAIN,task_0005,Initiating task evaluation,2023-01-03T08:00:17,csa,,,,
DOMAIN,task_0005,Evaluated situations,2023-01-03T08:00:19,csa,2023-01-03T08:00:16,2.470,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0005,"Removing from blackboard: task_in_focus with details [csa,""task_0005""]",2023-01-03T08:00:19,csa,,,,
MANAGEMENT,task_0006,"Adding to blackboard: task_in_focus with details [csa,""task_0006""]",2023-01-03T08:00:20,csa,,,,
DOMAIN,task_0006,Initiating task evaluation,2023-01-03T08:00:20,csa,,,,
DOMAIN,task_0006,Evaluated situations,2023-01-03T08:00:22,csa,2023-01-03T08:00:20,1.950,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0006,"Removing from blackboard: task_in_focus with details [csa,""task_0006""]",2023-01-03T08:00:22,csa,,,,
MANAGEMENT,task_0007,"Adding to blackboard: task_in_focus with details [csa,""task_0007""]",2023-01-03T08:00:23,csa,,,,
DOMAIN,task_0007,Initiating task evaluation,2023-01-03T08:00:23,csa,,,,
DOMAIN,task_0007,Evaluated situations,2023-01-03T08:00:24,csa,2023-01-03T08:00:22,1.690,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0007,"Removing from blackboard: task_in_focus with details [csa,""task_0007""]",2023-01-03T08:00:25,csa,,,,
MANAGEMENT,task_0008,"Adding to blackboard: task_in_focus with details [csa,""task_0008""]",2023-01-03T08:00:25,csa,,,,
DOMAIN,task_0008,Initiating task evaluation,2023-01-03T08:00:26,csa,,,,
DOMAIN,task_0008,Evaluated situations,2023-01-03T08:00:27,csa,2023-01-03T08:00:24,2.600,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0008,"Removing from blackboard: task_in_focus with details [csa,""task_0008""]",2023-01-03T08:00:27,csa,,,,
MANAGEMENT,task_0009,"Adding to blackboard: task_in_focus with details [csa,""task_0009""]",2023-01-03T08:00:28,csa,,,,
DOMAIN,task_0009,Initiating task evaluation,2023-01-03T08:00:28,csa,,,,
DOMAIN,task_0009,Evaluated situations,2023-01-03T08:00:30,csa,2023-01-03T08:00:27,2.210,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0009,"Removing from blackboard: task_in_focus with details [csa,""task_0009""]",2023-01-03T08:00:30,csa,,,,
MANAGEMENT,task_0010,"Adding to blackboard: task_in_focus with details [csa,""task_0010""]",2023-01-03T08:00:31,csa,,,,
DOMAIN,task_0010,Initiating task evaluation,2023-01-03T08:00:31,csa,,,,
DOMAIN,task_0010,Evaluated situations,2023-01-03T08:00:32,csa,2023-01-03T08:00:30,2.080,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0010,"Removing from blackboard: task_in_focus with details [csa,""task_0010""]",2023-01-03T08:00:33,csa,,,,
MANAGEMENT,task_0011,"Adding to blackboard: task_in_focus with details [csa,""task_0011""]",2023-01-03T08:00:33,csa,,,,
DOMAIN,task_0011,Initiating task evaluation,2023-01-03T08:00:34,csa,,,,
DOMAIN,task_0011,Evaluated situations,2023-01-03T08:00:35,csa,2023-01-03T08:00:33,2.080,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0011,"Removing from blackboard: task_in_focus with details [csa,""task_0011""]",2023-01-03T08:00:36,csa,,,,
MANAGEMENT,task_0012,"Adding to blackboard: task_in_focus with details [csa,""task_0012""]",2023-01-03T08:00:36,csa,,,,
DOMAIN,task_0012,Initiating task evaluation,2023-01-03T08:00:36,csa,,,,
DOMAIN,task_0012,Evaluated situations,2023-01-03T08:00:38,csa,2023-01-03T08:00:36,1.690,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0012,"Removing from blackboard: task_in_focus with details [csa,""task_0012""]",2023-01-03T08:00:38,csa,,,,
MANAGEMENT,task_0013,"Adding to blackboard: task_in_focus with details [csa,""task_0013""]",2023-01-03T08:00:39,csa,,,,
DOMAIN,task_0013,Initiating task evaluation,2023-01-03T08:00:39,csa,,,,
DOMAIN,task_0013,Evaluated situations,2023-01-03T08:00:40,csa,2023-01-03T08:00:38,2.470,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0013,"Removing from blackboard: task_in_focus with details [csa,""task_0013""]",2023-01-03T08:00:41,csa,,,,
MANAGEMENT,task_0014,"Adding to blackboard: task_in_focus with details [csa,""task_0014""]",2023-01-03T08:00:42,csa,,,,
DOMAIN,task_0014,Initiating task evaluation,2023-01-03T08:00:42,csa,,,,
DOMAIN,task_0014,Evaluated situations,2023-01-03T08:00:43,csa,2023-01-03T08:00:41,2.210,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0014,"Removing from blackboard: task_in_focus with details [csa,""task_0014""]",2023-01-03T08:00:43,csa,,,,
MANAGEMENT,task_0015,"Adding to blackboard: task_in_focus with details [csa,""task_0015""]",2023-01-03T08:00:44,csa,,,,
DOMAIN,task_0015,Initiating task evaluation,2023-01-03T08:00:45,csa,,,,
DOMAIN,task_0015,Evaluated situations,2023-01-03T08:00:46,csa,2023-01-03T08:00:44,2.470,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0015,"Removing from blackboard: task_in_focus with details [csa,""task_0015""]",2023-01-03T08:00:46,csa,,,,
MANAGEMENT,task_0016,"Adding to blackboard: task_in_focus with details [csa,""task_0016""]",2023-01-03T08:00:47,csa,,,,
DOMAIN,task_0016,Initiating task evaluation,2023-01-03T08:00:48,csa,,,,
DOMAIN,task_0016,Evaluated situations,2023-01-03T08:00:49,csa,2023-01-03T08:00:47,2.340,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0016,"Removing from blackboard: task_in_focus with details [csa,""task_0016""]",2023-01-03T08:00:49,csa,,,,
MANAGEMENT,task_0017,"Adding to blackboard: task_in_focus with details [csa,""task_0017""]",2023-01-03T08:00:50,csa,,,,
DOMAIN,task_0017,Initiating task evaluation,2023-01-03T08:00:51,csa,,,,
DOMAIN,task_0017,Evaluated situations,2023-01-03T08:00:52,csa,2023-01-03T08:00:50,1.560,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0017,"Removing from blackboard: task_in_focus with details [csa,""task_0017""]",2023-01-03T08:00:52,csa,,,,
MANAGEMENT,task_0018,"Adding to blackboard: task_in_focus with details [csa,""task_0018""]",2023-01-03T08:00:53,csa,,,,
DOMAIN,task_0018,Initiating task evaluation,2023-01-03T08:00:53,csa,,,,
DOMAIN,task_0018,Evaluated situations,2023-01-03T08:00:55,csa,2023-01-03T08:00:52,2.470,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0018,"Removing from blackboard: task_in_focus with details [csa,""task_0018""]",2023-01-03T08:00:55,csa,,,,
MANAGEMENT,task_0019,"Adding to blackboard: task_in_focus with details [csa,""task_0019""]",2023-01-03T08:00:57,csa,,,,
DOMAIN,task_0019,Initiating task evaluation,2023-01-03T08:00:57,csa,,,,
DOMAIN,task_0019,Evaluated situations,2023-01-03T08:00:58,csa,2023-01-03T08:00:56,2.210,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0019,"Removing from blackboard: task_in_focus with details [csa,""task_0019""]",2023-01-03T08:00:59,csa,,,,
MANAGEMENT,task_0020,"Adding to blackboard: task_in_focus with details [csa,""task_0020""]",2023-01-03T08:00:59,csa,,,,
DOMAIN,task_0020,Initiating task evaluation,2023-01-03T08:01:00,csa,,,,
DOMAIN,task_0020,Evaluated situations,2023-01-03T08:01:01,csa,2023-01-03T08:00:59,2.080,"[""Answer groups for open-ended questions not determined"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0001,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:01,csa,,,,
MANAGEMENT,task_0002,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:03,csa,,,,
MANAGEMENT,task_0003,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:03,csa,,,,
MANAGEMENT,task_0004,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:03,csa,,,,
MANAGEMENT,task_0005,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:03,csa,,,,
MANAGEMENT,task_0006,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:03,csa,,,,
MANAGEMENT,task_0007,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:03,csa,,,,
MANAGEMENT,task_0008,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:03,csa,,,,
MANAGEMENT,task_0009,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:03,csa,,,,
MANAGEMENT,task_0010,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:03,csa,,,,
MANAGEMENT,task_0011,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:03,csa,,,,
MANAGEMENT,task_0012,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:03,csa,,,,
MANAGEMENT,task_0013,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:04,csa,,,,
MANAGEMENT,task_0014,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:04,csa,,,,
MANAGEMENT,task_0016,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:04,csa,,,,
MANAGEMENT,task_0017,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:04,csa,,,,
MANAGEMENT,task_0018,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:04,csa,,,,
MANAGEMENT,task_0015,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:04,csa,,,,
MANAGEMENT,task_0019,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:04,csa,,,,
MANAGEMENT,task_0020,Initiating operation: Identify answer groups for open-ended questions,2023-01-03T08:01:04,csa,,,,
ENVIRONMENT,task_0001,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:08,task.TaskArtifact,,,,
DOMAIN,task_0001,Identify answer groups for open-ended questions,2023-01-03T08:01:09,csa,2023-01-03T08:01:01,7.670,SUCCESS,1.000
MANAGEMENT,task_0020,"Removing from blackboard: task_in_focus with details [csa,""task_0020""]",2023-01-03T08:01:09,csa,,,,
ENVIRONMENT,task_0005,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:09,task.TaskArtifact,,,,
ENVIRONMENT,task_0004,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:09,task.TaskArtifact,,,,
ENVIRONMENT,task_0003,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:09,task.TaskArtifact,,,,
ENVIRONMENT,task_0002,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:09,task.TaskArtifact,,,,
ENVIRONMENT,task_0006,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:09,task.TaskArtifact,,,,
MANAGEMENT,task_0001,"Adding to blackboard: task_in_focus with details [csa,""task_0001""]",2023-01-03T08:01:09,csa,,,,
ENVIRONMENT,task_0007,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0009,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0014,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0013,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0008,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0010,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0011,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0012,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0015,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
DOMAIN,task_0001,Initiating task evaluation,2023-01-03T08:01:11,csa,,,,
ENVIRONMENT,task_0016,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0019,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0018,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0017,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:11,task.TaskArtifact,,,,
ENVIRONMENT,task_0020,New situation: Open-ended questions not yet corrected,2023-01-03T08:01:12,task.TaskArtifact,,,,
DOMAIN,task_0001,Evaluated situations,2023-01-03T08:01:12,csa,2023-01-03T08:01:09,3.510,"[""Open-ended questions not yet corrected"",""Closed-ended questions not yet corrected""]",
DOMAIN,task_0004,Identify answer groups for open-ended questions,2023-01-03T08:01:13,csa,2023-01-03T08:01:02,11.180,SUCCESS,1.000
DOMAIN,task_0005,Identify answer groups for open-ended questions,2023-01-03T08:01:13,csa,2023-01-03T08:01:02,11.310,SUCCESS,1.000
DOMAIN,task_0003,Identify answer groups for open-ended questions,2023-01-03T08:01:14,csa,2023-01-03T08:01:02,11.570,SUCCESS,1.000
DOMAIN,task_0002,Identify answer groups for open-ended questions,2023-01-03T08:01:14,csa,2023-01-03T08:01:02,11.700,SUCCESS,1.000
DOMAIN,task_0006,Identify answer groups for open-ended questions,2023-01-03T08:01:14,csa,2023-01-03T08:01:02,11.960,SUCCESS,1.000
DOMAIN,task_0007,Identify answer groups for open-ended questions,2023-01-03T08:01:14,csa,2023-01-03T08:01:03,11.310,SUCCESS,1.000
DOMAIN,task_0009,Identify answer groups for open-ended questions,2023-01-03T08:01:15,csa,2023-01-03T08:01:03,11.440,SUCCESS,1.000
DOMAIN,task_0014,Identify answer groups for open-ended questions,2023-01-03T08:01:15,csa,2023-01-03T08:01:03,11.700,SUCCESS,1.000
DOMAIN,task_0013,Identify answer groups for open-ended questions,2023-01-03T08:01:15,csa,2023-01-03T08:01:03,11.700,SUCCESS,1.000
DOMAIN,task_0008,Identify answer groups for open-ended questions,2023-01-03T08:01:15,csa,2023-01-03T08:01:03,11.830,SUCCESS,1.000
DOMAIN,task_0010,Identify answer groups for open-ended questions,2023-01-03T08:01:15,csa,2023-01-03T08:01:03,12.090,SUCCESS,1.000
DOMAIN,task_0011,Identify answer groups for open-ended questions,2023-01-03T08:01:15,csa,2023-01-03T08:01:03,12.220,SUCCESS,1.000
DOMAIN,task_0016,Identify answer groups for open-ended questions,2023-01-03T08:01:15,csa,2023-01-03T08:01:03,12.350,SUCCESS,1.000
DOMAIN,task_0019,Identify answer groups for open-ended questions,2023-01-03T08:01:16,csa,2023-01-03T08:01:03,12.480,SUCCESS,1.000
DOMAIN,task_0018,Identify answer groups for open-ended questions,2023-01-03T08:01:16,csa,2023-01-03T08:01:03,12.740,SUCCESS,1.000
DOMAIN,task_0015,Identify answer groups for open-ended questions,2023-01-03T08:01:16,csa,2023-01-03T08:01:03,12.870,SUCCESS,1.000
DOMAIN,task_0017,Identify answer groups for open-ended questions,2023-01-03T08:01:16,csa,2023-01-03T08:01:03,13.000,SUCCESS,1.000
DOMAIN,task_0012,Identify answer groups for open-ended questions,2023-01-03T08:01:16,csa,2023-01-03T08:01:03,13.130,SUCCESS,1.000
DOMAIN,task_0020,Identify answer groups for open-ended questions,2023-01-03T08:01:16,csa,2023-01-03T08:01:03,13.260,SUCCESS,1.000
MANAGEMENT,task_0001,Initiating operation: Correct open-ended questions,2023-01-03T08:01:17,csa,,,,
MANAGEMENT,task_0001,"Removing from blackboard: task_in_focus with details [csa,""task_0001""]",2023-01-03T08:01:17,csa,,,,
MANAGEMENT,task_0004,"Adding to blackboard: task_in_focus with details [csa,""task_0004""]",2023-01-03T08:01:17,csa,,,,
DOMAIN,task_0004,Initiating task evaluation,2023-01-03T08:01:18,csa,,,,
DOMAIN,task_0004,Evaluated situations,2023-01-03T08:01:19,csa,2023-01-03T08:01:17,1.560,"[""Open-ended questions not yet corrected"",""Closed-ended questions not yet corrected""]",
MANAGEMENT,task_0004,"Removing from blackboard: task_in_focus with details [csa,""task_0004""]",2023-01-03T08:01:19,csa,,,,
MANAGEMENT,task_0005,"Adding to blackboard: task_in_focus with details [csa,""task_0005""]",2023-01-03T08:01:20,csa,,,,
DOMAIN,task_0005,Initiating task evaluation,2023-01-03T08:01:20,csa,,,,
